Date,Date,Open,High,Low,Adj. Close,Volume
2018-08-15,2018-08-15,1.77,1.82,1.58,1.59,2299180.0
2018-08-14,2018-08-14,1.8,1.85,1.79,1.83,750408.0
2018-08-13,2018-08-13,1.9,1.92,1.78,1.79,988622.0
2018-08-10,2018-08-10,1.9,1.98,1.89,1.91,608804.0
2018-08-09,2018-08-09,1.9,2.01,1.9,1.92,552294.0
2018-08-08,2018-08-08,1.92,2.01,1.87,1.98,875864.0
2018-08-07,2018-08-07,1.87,1.93,1.83,1.91,560679.0
2018-08-06,2018-08-06,1.85,1.89,1.85,1.86,403790.0
2018-08-03,2018-08-03,1.81,1.88,1.81,1.85,330151.0
2018-08-02,2018-08-02,1.82,1.88,1.8,1.82,650353.0
2018-08-01,2018-08-01,1.82,1.9,1.8,1.85,915178.0
2018-07-31,2018-07-31,1.76,1.87,1.76,1.84,1165077.0
2018-07-30,2018-07-30,1.9,1.91,1.76,1.83,1691625.0
2018-07-27,2018-07-27,2.04,2.07,1.86,1.91,1966895.0
2018-07-26,2018-07-26,2.04,2.13,2.04,2.05,483384.0
2018-07-25,2018-07-25,2.05,2.09,2.01,2.07,748232.0
2018-07-24,2018-07-24,2.14,2.19,2.04,2.05,1417065.0
2018-07-23,2018-07-23,2.17,2.2,2.13,2.15,699223.0
2018-07-20,2018-07-20,2.22,2.24,2.18,2.21,513217.0
2018-07-19,2018-07-19,2.16,2.23,2.16,2.21,822335.0
2018-07-18,2018-07-18,2.2,2.21,2.13,2.17,915740.0
2018-07-17,2018-07-17,2.18,2.24,2.15,2.2,934985.0
2018-07-16,2018-07-16,2.28,2.32,2.17,2.18,1354520.0
2018-07-13,2018-07-13,2.31,2.42,2.25,2.26,1076134.0
2018-07-12,2018-07-12,2.38,2.38,2.3,2.33,557426.0
2018-07-11,2018-07-11,2.28,2.42,2.28,2.39,728898.0
2018-07-10,2018-07-10,2.28,2.36,2.28,2.31,526261.0
2018-07-09,2018-07-09,2.25,2.46,2.25,2.3,633789.0
2018-07-06,2018-07-06,2.3,2.32,2.25,2.27,797645.0
2018-07-05,2018-07-05,2.29,2.36,2.27,2.31,538261.0
2018-07-03,2018-07-03,2.35,2.42,2.27,2.28,656870.0
2018-07-02,2018-07-02,2.32,2.5,2.3,2.34,1275285.0
2018-06-29,2018-06-29,2.27,2.37,2.22,2.37,1163135.0
2018-06-28,2018-06-28,2.16,2.29,2.14,2.26,1143299.0
2018-06-27,2018-06-27,2.29,2.34,2.16,2.17,1247506.0
2018-06-26,2018-06-26,2.27,2.34,2.27,2.3,985103.0
2018-06-25,2018-06-25,2.39,2.4,2.23,2.26,1938576.0
2018-06-22,2018-06-22,2.39,2.48,2.36,2.42,3671818.0
2018-06-21,2018-06-21,2.48,2.49,2.35,2.37,1258577.0
2018-06-20,2018-06-20,2.5,2.58,2.45,2.47,976316.0
2018-06-19,2018-06-19,2.53,2.59,2.46,2.48,1075738.0
2018-06-18,2018-06-18,2.58,2.66,2.53,2.58,1325565.0
2018-06-15,2018-06-15,2.54,2.68,2.51,2.58,1642229.0
2018-06-14,2018-06-14,2.68,2.83,2.55,2.57,2599968.0
2018-06-13,2018-06-13,2.49,2.79,2.45,2.66,3120948.0
2018-06-12,2018-06-12,2.52,2.67,2.43,2.45,3347050.0
2018-06-11,2018-06-11,2.28,2.47,2.24,2.41,1941927.0
2018-06-08,2018-06-08,2.29,2.35,2.25,2.3,1515240.0
2018-06-07,2018-06-07,2.19,2.35,2.19,2.28,1750036.0
2018-06-06,2018-06-06,2.23,2.27,2.17,2.19,1798869.0
2018-06-05,2018-06-05,2.13,2.39,2.08,2.28,3465841.0
2018-06-04,2018-06-04,2.3,2.3,2.11,2.15,2485712.0
2018-06-01,2018-06-01,2.81,2.81,2.27,2.28,5508864.0
2018-05-31,2018-05-31,3,3.02,2.8,2.81,3740312.0
2018-05-30,2018-05-30,3.46,3.46,3.14,3.21,3801144.0
2018-05-29,2018-05-29,3.48,3.59,3.41,3.44,1080400.0
2018-05-25,2018-05-25,3.31,3.6,3.31,3.49,1795081.0
2018-05-24,2018-05-24,3.4,3.4,3.25,3.31,771966.0
2018-05-23,2018-05-23,3.33,3.42,3.22,3.39,2101625.0
2018-05-22,2018-05-22,3.64,3.65,3.27,3.38,3212119.0
2018-05-21,2018-05-21,3.72,3.91,3.58,3.63,2219611.0
2018-05-18,2018-05-18,3.71,3.71,3.47,3.59,1624884.0
2018-05-17,2018-05-17,3.8,3.86,3.62,3.69,1930181.0
2018-05-16,2018-05-16,3.55,3.85,3.5,3.8,2245371.0
2018-05-15,2018-05-15,3.6,3.65,3.35,3.5,2451451.0
2018-05-14,2018-05-14,3.8,4.08,3.5,3.65,7551633.0
2018-05-11,2018-05-11,3.17,3.58,3.09,3.42,3886111.0
2018-05-10,2018-05-10,3.23,3.29,3.0,3.15,3522826.0
2018-05-09,2018-05-09,2.81,3.46,2.61,3.2,12319731.0
2018-05-08,2018-05-08,2.97,3.01,2.74,2.76,1801144.0
2018-05-07,2018-05-07,3.29,3.31,2.98,2.99,1549044.0
2018-05-04,2018-05-04,3.13,3.39,3.09,3.3,1313302.0
2018-05-03,2018-05-03,3.05,3.19,3.02,3.13,974332.0
2018-05-02,2018-05-02,3.01,3.15,2.98,3.05,718561.0
2018-05-01,2018-05-01,2.99,3.02,2.88,3.0,861357.0
2018-04-30,2018-04-30,3.16,3.16,2.98,2.99,1064115.0
2018-04-27,2018-04-27,3.2,3.28,3.11,3.16,718460.0
2018-04-26,2018-04-26,3.23,3.28,3.17,3.22,433917.0
2018-04-25,2018-04-25,3.26,3.31,3.17,3.22,687895.0
2018-04-24,2018-04-24,3.26,3.39,3.09,3.32,1423245.0
2018-04-23,2018-04-23,3.24,3.28,3.04,3.24,2365194.0
2018-04-20,2018-04-20,3.02,3.11,2.9,3.01,820865.0
2018-04-19,2018-04-19,3.13,3.2,2.93,3.05,934461.0
2018-04-18,2018-04-18,3.06,3.19,3.06,3.15,699707.0
2018-04-17,2018-04-17,3.36,3.48,3.0,3.03,1647612.0
2018-04-16,2018-04-16,3.34,3.59,3.32,3.35,1739197.0
2018-04-13,2018-04-13,3.42,3.53,3.31,3.32,1206625.0
2018-04-12,2018-04-12,3.34,3.54,3.27,3.4,2160094.0
2018-04-11,2018-04-11,3.05,3.45,3.05,3.3,3284571.0
2018-04-10,2018-04-10,2.88,3.1,2.84,3.07,1560978.0
2018-04-09,2018-04-09,2.89,2.98,2.82,2.82,795561.0
2018-04-06,2018-04-06,2.95,3.06,2.86,2.88,818680.0
2018-04-05,2018-04-05,2.89,3.07,2.74,2.97,1455122.0
2018-04-04,2018-04-04,2.66,2.9,2.62,2.89,1349632.0
2018-04-03,2018-04-03,2.6,2.79,2.57,2.69,1357794.0
2018-04-02,2018-04-02,2.68,2.88,2.49,2.59,1682175.0
2018-03-29,2018-03-29,2.81,3.18,2.6,2.67,3707415.0
2018-03-28,2018-03-28,2.5,2.87,2.5,2.81,3134451.0
2018-03-27,2018-03-27,2.3,2.6,2.29,2.5,2863678.0
2018-03-26,2018-03-26,2.24,2.33,2.18,2.33,1322289.0
2018-03-23,2018-03-23,2.28,2.28,2.16,2.18,1116404.0
2018-03-22,2018-03-22,2.31,2.33,2.17,2.3,1352121.0
2018-03-21,2018-03-21,2.28,2.42,2.28,2.32,1269687.0
2018-03-20,2018-03-20,2.33,2.36,2.21,2.29,1086458.0
2018-03-19,2018-03-19,2.34,2.36,2.21,2.33,1165230.0
2018-03-16,2018-03-16,2.29,2.4,2.21,2.32,3562294.0
2018-03-15,2018-03-15,2.5,2.57,2.19,2.26,3699495.0
2018-03-14,2018-03-14,2.56,2.61,2.38,2.42,1424373.0
2018-03-13,2018-03-13,2.5,2.65,2.45,2.55,1657865.0
2018-03-12,2018-03-12,2.58,2.72,2.37,2.44,1347133.0
2018-03-09,2018-03-09,2.42,2.64,2.41,2.56,1666906.0
2018-03-08,2018-03-08,2.41,2.48,2.38,2.43,628548.0
2018-03-07,2018-03-07,2.44,2.5,2.35,2.42,1254595.0
2018-03-06,2018-03-06,2.54,2.58,2.37,2.46,1544851.0
2018-03-05,2018-03-05,2.73,2.75,2.5,2.55,1675945.0
2018-03-02,2018-03-02,2.45,2.74,2.4,2.73,1876874.0
2018-03-01,2018-03-01,2.41,2.51,2.33,2.47,985854.0
2018-02-28,2018-02-28,2.57,2.6,2.35,2.42,1105656.0
2018-02-27,2018-02-27,2.66,2.76,2.52,2.57,1351375.0
2018-02-26,2018-02-26,2.45,2.6,2.4,2.58,1056508.0
2018-02-23,2018-02-23,2.36,2.5,2.33,2.43,893963.0
2018-02-22,2018-02-22,2.41,2.45,2.31,2.33,827075.0
2018-02-21,2018-02-21,2.35,2.42,2.3,2.36,1424276.0
2018-02-20,2018-02-20,2.64,2.75,2.28,2.33,2417640.0
2018-02-16,2018-02-16,2.62,2.85,2.55,2.61,2575097.0
2018-02-15,2018-02-15,2.45,2.73,2.23,2.63,5035098.0
2018-02-14,2018-02-14,2.27,2.36,2.13,2.3,1634011.0
2018-02-13,2018-02-13,2.06,2.35,2.05,2.27,2217082.0
2018-02-12,2018-02-12,2.15,2.18,1.99,2.07,2396886.0
2018-02-09,2018-02-09,2.12,2.21,2.06,2.15,964222.0
2018-02-08,2018-02-08,2.23,2.3,2.09,2.11,1451459.0
2018-02-07,2018-02-07,2.26,2.31,2.17,2.26,1181555.0
2018-02-06,2018-02-06,2.14,2.34,2.11,2.28,1667398.0
2018-02-05,2018-02-05,2.31,2.32,2.2,2.22,1939156.0
2018-02-02,2018-02-02,2.44,2.46,2.31,2.35,2071572.0
2018-02-01,2018-02-01,2.52,2.6,2.4,2.49,1895600.0
2018-01-31,2018-01-31,2.64,2.68,2.54,2.57,865372.0
2018-01-30,2018-01-30,2.51,2.66,2.47,2.66,2049348.0
2018-01-29,2018-01-29,2.55,2.8,2.37,2.57,3393702.0
2018-01-26,2018-01-26,2.8,2.8,2.49,2.54,4806156.0
2018-01-25,2018-01-25,3.16,3.18,2.75,2.78,3899414.0
2018-01-24,2018-01-24,3.43,3.43,3.12,3.13,2441932.0
2018-01-23,2018-01-23,3.56,3.58,3.33,3.41,1799912.0
2018-01-22,2018-01-22,3.6,3.65,3.41,3.45,1620008.0
2018-01-19,2018-01-19,3.67,3.74,3.56,3.63,1272834.0
2018-01-18,2018-01-18,3.48,3.75,3.39,3.67,1826076.0
2018-01-17,2018-01-17,3.5,3.65,3.46,3.51,1542429.0
2018-01-16,2018-01-16,3.66,3.77,3.51,3.52,1702893.0
2018-01-12,2018-01-12,3.35,3.64,3.33,3.6,3410763.0
2018-01-11,2018-01-11,3.25,3.74,3.2,3.32,8342890.0
2018-01-10,2018-01-10,3.23,3.43,3.16,3.29,4574229.0
2018-01-09,2018-01-09,3.41,3.42,3.09,3.13,2874307.0
2018-01-08,2018-01-08,3.57,3.63,3.37,3.42,1817884.0
2018-01-05,2018-01-05,3.59,3.68,3.48,3.48,1692635.0
2018-01-04,2018-01-04,3.76,3.8,3.46,3.58,2529112.0
2018-01-03,2018-01-03,3.72,3.9,3.72,3.76,1441037.0
2018-01-02,2018-01-02,3.58,3.78,3.52,3.78,1300128.0
2017-12-29,2017-12-29,3.58,3.71,3.5,3.58,1507234.0
2017-12-28,2017-12-28,3.73,3.73,3.59,3.6,1213485.0
2017-12-27,2017-12-27,3.73,3.77,3.7,3.72,641271.0
2017-12-26,2017-12-26,3.72,3.85,3.65,3.77,1012613.0
2017-12-22,2017-12-22,3.77,3.9,3.71,3.76,1075423.0
2017-12-21,2017-12-21,3.84,3.88,3.77,3.78,1660155.0
2017-12-20,2017-12-20,3.85,3.89,3.76,3.8,1475365.0
2017-12-19,2017-12-19,3.94,3.94,3.83,3.86,1184145.0
2017-12-18,2017-12-18,3.88,3.96,3.84,3.92,1568685.0
2017-12-15,2017-12-15,3.91,3.96,3.82,3.83,2761226.0
2017-12-14,2017-12-14,4.02,4.15,3.84,3.87,2009949.0
2017-12-13,2017-12-13,4,4.17,3.95,4.01,1084761.0
2017-12-12,2017-12-12,4.22,4.46,3.98,4.0,1355385.0
2017-12-11,2017-12-11,4.27,4.36,4.17,4.25,770884.0
2017-12-08,2017-12-08,4.46,4.55,4.25,4.29,809513.0
2017-12-07,2017-12-07,4.17,4.65,4.17,4.42,1949195.0
2017-12-06,2017-12-06,4.08,4.16,3.96,4.14,1237670.0
2017-12-05,2017-12-05,3.96,4.24,3.89,4.08,2016597.0
2017-12-04,2017-12-04,3.87,4.05,3.85,3.93,1722227.0
2017-12-01,2017-12-01,3.93,4.23,3.85,3.87,2303913.0
2017-11-30,2017-11-30,5.37,5.4,3.99,4.08,8269585.0
2017-11-29,2017-11-29,4.16,4.62,4.11,4.21,2206031.0
2017-11-28,2017-11-28,3.89,4.19,3.88,4.17,1425224.0
2017-11-27,2017-11-27,3.85,3.99,3.82,3.9,772144.0
2017-11-24,2017-11-24,3.84,4.0,3.78,3.82,732061.0
2017-11-22,2017-11-22,3.88,4.22,3.78,3.8,1589909.0
2017-11-21,2017-11-21,4.01,4.06,3.85,3.89,970141.0
2017-11-20,2017-11-20,4.23,4.26,3.91,4.01,1215478.0
2017-11-17,2017-11-17,4.64,4.81,4.13,4.23,1475104.0
2017-11-16,2017-11-16,4.18,4.73,4.18,4.57,1599843.0
2017-11-15,2017-11-15,3.7,4.35,3.62,4.17,1550894.0
2017-11-14,2017-11-14,4.08,4.1,3.71,3.81,2870731.0
2017-11-13,2017-11-13,4.59,4.62,4.11,4.12,1531882.0
2017-11-10,2017-11-10,4.69,4.7,4.51,4.57,1166895.0
2017-11-09,2017-11-09,4.72,4.72,4.53,4.6,1398075.0
2017-11-08,2017-11-08,4.98,5.08,4.65,4.7,902067.0
2017-11-07,2017-11-07,5.3,5.3,4.96,5.0,980214.0
2017-11-06,2017-11-06,5.16,5.36,5.13,5.24,552287.0
2017-11-03,2017-11-03,5.45,5.45,5.15,5.17,585738.0
2017-11-02,2017-11-02,5.17,5.5,5.13,5.43,957903.0
2017-11-01,2017-11-01,5.55,5.6,5.03,5.13,1485074.0
2017-10-31,2017-10-31,5.61,5.85,5.5,5.51,1040281.0
2017-10-30,2017-10-30,5.69,5.75,5.59,5.64,614900.0
2017-10-27,2017-10-27,5.89,5.95,5.62,5.75,661757.0
2017-10-26,2017-10-26,5.76,6.12,5.76,6.06,1052521.0
2017-10-25,2017-10-25,5.99,6.0,5.6,5.76,1097464.0
2017-10-24,2017-10-24,6.57,6.67,5.94,5.99,1712824.0
2017-10-23,2017-10-23,6.45,6.79,6.27,6.56,967331.0
2017-10-20,2017-10-20,6.11,6.6,6.06,6.55,1965974.0
2017-10-19,2017-10-19,6.03,6.18,5.91,6.06,687856.0
2017-10-18,2017-10-18,5.77,6.14,5.76,6.05,1695746.0
2017-10-17,2017-10-17,5.92,5.94,5.48,5.79,3446564.0
2017-10-16,2017-10-16,6.24,6.43,5.75,5.99,5472523.0
2017-10-13,2017-10-13,6.2,6.83,6.17,6.77,1445756.0
2017-10-12,2017-10-12,6.13,6.3,5.52,6.2,2328600.0
2017-10-11,2017-10-11,6.67,6.8,6.24,6.24,1884931.0
2017-10-10,2017-10-10,7.1,7.22,6.7,6.7,1309653.0
2017-10-09,2017-10-09,7.15,7.34,6.98,7.08,864061.0
2017-10-06,2017-10-06,7.22,7.39,7.0,7.11,671432.0
2017-10-05,2017-10-05,7.17,7.54,7.1,7.29,805609.0
2017-10-04,2017-10-04,6.99,7.19,6.92,7.19,888351.0
2017-10-03,2017-10-03,7.08,7.19,6.95,7.08,703784.0
2017-10-02,2017-10-02,7.26,7.3,7.0,7.08,904849.0
2017-09-29,2017-09-29,7.56,7.58,7.2,7.3,956177.0
2017-09-28,2017-09-28,7.33,7.78,7.28,7.59,1251256.0
2017-09-27,2017-09-27,7.17,7.49,7.13,7.28,853998.0
2017-09-26,2017-09-26,7.15,7.32,7.1,7.16,533267.0
2017-09-25,2017-09-25,7.07,7.19,7.05,7.14,708052.0
2017-09-22,2017-09-22,7.07,7.19,6.99,7.11,584960.0
2017-09-21,2017-09-21,7.15,7.17,6.92,7.05,823770.0
2017-09-20,2017-09-20,7.21,7.31,7.05,7.21,655810.0
2017-09-19,2017-09-19,7.49,7.62,7.22,7.26,1086766.0
2017-09-18,2017-09-18,7.7,7.87,7.51,7.52,763105.0
2017-09-15,2017-09-15,7.53,7.69,7.49,7.65,2168340.0
2017-09-14,2017-09-14,7.65,7.72,7.46,7.58,831820.0
2017-09-13,2017-09-13,7.68,7.89,7.61,7.69,1074520.0
2017-09-12,2017-09-12,7.56,7.85,7.41,7.62,1093008.0
2017-09-11,2017-09-11,7.63,7.67,7.36,7.52,934658.0
2017-09-08,2017-09-08,7.93,7.93,7.57,7.63,1019596.0
2017-09-07,2017-09-07,7.73,7.97,7.62,7.89,921969.0
2017-09-06,2017-09-06,7.6,7.79,7.22,7.73,1378818.0
2017-09-05,2017-09-05,7.85,7.85,7.36,7.54,1298839.0
2017-09-01,2017-09-01,8.17,8.29,7.8,7.85,1867440.0
2017-08-31,2017-08-31,8.25,8.48,8.1,8.21,1365504.0
2017-08-30,2017-08-30,8.49,8.49,8.22,8.29,927578.0
2017-08-29,2017-08-29,8.54,8.67,8.41,8.46,1028414.0
2017-08-28,2017-08-28,8.53,8.7,8.35,8.62,550709.0
2017-08-25,2017-08-25,8.57,8.7,8.27,8.52,1083607.0
2017-08-24,2017-08-24,9.06,9.63,8.35,8.55,2336244.0
2017-08-23,2017-08-23,9.1,9.29,8.56,8.57,1256026.0
2017-08-22,2017-08-22,8.56,9.09,8.56,9.03,1142091.0
2017-08-21,2017-08-21,8.64,8.75,8.38,8.55,703206.0
2017-08-18,2017-08-18,8.13,8.77,8.09,8.65,954933.0
2017-08-17,2017-08-17,8.42,8.56,8.02,8.2,1035345.0
2017-08-16,2017-08-16,8.69,8.88,8.5,8.55,577231.0
2017-08-15,2017-08-15,8.54,8.92,8.53,8.63,721499.0
2017-08-14,2017-08-14,8.96,9.02,8.6,8.61,740838.0
2017-08-11,2017-08-11,8.46,8.99,8.38,8.88,742851.0
2017-08-10,2017-08-10,9.27,9.33,8.39,8.75,1067670.0
2017-08-09,2017-08-09,8.88,9.42,8.75,9.35,1170765.0
2017-08-08,2017-08-08,8.58,8.98,8.52,8.87,993760.0
2017-08-07,2017-08-07,8.36,8.74,8.32,8.59,678164.0
2017-08-04,2017-08-04,8.63,8.72,8.25,8.33,929463.0
2017-08-03,2017-08-03,8.12,8.82,8.04,8.67,1239310.0
2017-08-02,2017-08-02,8.41,8.62,8.04,8.14,783648.0
2017-08-01,2017-08-01,8.72,8.81,8.16,8.48,1600941.0
2017-07-31,2017-07-31,9.21,9.28,8.61,8.72,1488936.0
2017-07-28,2017-07-28,9.22,9.43,9.0,9.21,1007975.0
2017-07-27,2017-07-27,8.69,9.37,8.67,9.3,1603877.0
2017-07-26,2017-07-26,8.75,8.97,8.62,8.76,771877.0
2017-07-25,2017-07-25,8.38,9.05,8.35,8.81,2044549.0
2017-07-24,2017-07-24,8.74,8.78,8.15,8.4,2017617.0
2017-07-21,2017-07-21,9.75,9.8,8.74,8.83,3467315.0
2017-07-20,2017-07-20,10.41,10.76,9.45,9.6,11798912.0
2017-07-19,2017-07-19,8.93,9.29,8.58,8.68,1359905.0
2017-07-18,2017-07-18,9.05,9.54,8.76,9.01,2392267.0
2017-07-17,2017-07-17,8.14,9.11,8.02,9.04,1660789.0
2017-07-14,2017-07-14,8.08,8.25,7.97,8.06,743487.0
2017-07-13,2017-07-13,7.69,8.25,7.35,8.19,1422778.0
2017-07-12,2017-07-12,7.64,7.89,7.51,7.64,617358.0
2017-07-11,2017-07-11,7.5,7.91,7.48,7.6,706516.0
2017-07-10,2017-07-10,7.75,7.75,7.27,7.46,772252.0
2017-07-07,2017-07-07,7.96,7.96,7.55,7.78,853797.0
2017-07-06,2017-07-06,8.6,8.69,7.89,7.93,1044250.0
2017-07-05,2017-07-05,9.15,9.15,8.69,8.69,787372.0
2017-07-03,2017-07-03,8.84,9.19,8.8,9.19,729473.0
2017-06-30,2017-06-30,8.61,9.08,8.34,8.86,1392727.0
2017-06-29,2017-06-29,7.9,8.5,7.86,8.5,1557588.0
2017-06-28,2017-06-28,7.79,8.19,7.79,8.01,1158712.0
2017-06-27,2017-06-27,7.37,8.07,7.35,7.72,1198647.0
2017-06-26,2017-06-26,6.99,7.5,6.6,7.36,1257956.0
2017-06-23,2017-06-23,6.72,7.04,6.72,6.95,803727.0
2017-06-22,2017-06-22,6.42,7.06,6.36,6.82,1814119.0
2017-06-21,2017-06-21,6.72,6.72,6.2,6.43,1841725.0
2017-06-20,2017-06-20,6.36,7.09,6.33,6.8,1835914.0
2017-06-19,2017-06-19,6.62,6.67,6.26,6.37,1613514.0
2017-06-16,2017-06-16,6.79,6.82,6.52,6.67,1975099.0
2017-06-15,2017-06-15,6.92,7.05,6.72,6.86,750795.0
2017-06-14,2017-06-14,6.79,7.05,6.62,7.02,981580.0
2017-06-13,2017-06-13,7.03,7.03,6.65,6.85,852446.0
2017-06-12,2017-06-12,6.91,7.35,6.9,7.03,632281.0
2017-06-09,2017-06-09,6.82,7.18,6.77,7.06,623996.0
2017-06-08,2017-06-08,7.06,7.18,6.82,6.9,1201022.0
2017-06-07,2017-06-07,6.54,7.08,6.52,7.02,1334541.0
2017-06-06,2017-06-06,6.64,6.74,6.43,6.61,1758034.0
2017-06-05,2017-06-05,7.13,7.16,6.62,6.78,1943380.0
2017-06-02,2017-06-02,7.51,7.55,7.16,7.2,1246080.0
2017-06-01,2017-06-01,7.26,7.73,7.22,7.55,1179791.0
2017-05-31,2017-05-31,7.31,7.45,6.94,7.39,1695324.0
2017-05-30,2017-05-30,7.7,7.7,7.22,7.39,1622440.0
2017-05-26,2017-05-26,8.38,8.45,7.63,7.78,2578822.0
2017-05-25,2017-05-25,8.8,9.9,8.14,8.48,8440867.0
2017-05-24,2017-05-24,7.72,7.81,7.41,7.47,1064444.0
2017-05-23,2017-05-23,8.24,8.49,7.7,7.78,1704519.0
2017-05-22,2017-05-22,7.72,8.2,7.62,7.85,1341635.0
2017-05-19,2017-05-19,7.7,8.1,7.57,7.84,1271598.0
2017-05-18,2017-05-18,7.95,8.11,7.5,7.72,1242078.0
2017-05-17,2017-05-17,8.22,8.33,7.8,7.96,1252346.0
2017-05-16,2017-05-16,8.2,8.81,8.02,8.32,1561639.0
2017-05-15,2017-05-15,9.48,9.49,8.2,8.31,2457597.0
2017-05-12,2017-05-12,10.12,10.13,9.22,9.49,1306614.0
2017-05-11,2017-05-11,11.01,11.19,10.06,10.16,1033462.0
2017-05-10,2017-05-10,10.47,11.49,10.47,11.24,949112.0
2017-05-09,2017-05-09,10.48,10.72,10.37,10.52,477407.0
2017-05-08,2017-05-08,10.66,10.87,10.48,10.55,458661.0
2017-05-05,2017-05-05,10.37,10.87,10.36,10.76,561241.0
2017-05-04,2017-05-04,10.4,10.64,10.27,10.38,548932.0
2017-05-03,2017-05-03,10.78,10.8,10.2,10.43,655968.0
2017-05-02,2017-05-02,10.2,10.98,10.06,10.71,735469.0
2017-05-01,2017-05-01,10.29,10.33,10.03,10.22,441130.0
2017-04-28,2017-04-28,10.36,10.59,10.08,10.22,881047.0
2017-04-27,2017-04-27,10.76,10.82,10.35,10.46,843848.0
2017-04-26,2017-04-26,11.31,11.33,10.26,10.83,1759672.0
2017-04-25,2017-04-25,12.3,12.42,11.19,11.28,2065708.0
2017-04-24,2017-04-24,13.41,13.69,12.38,12.45,1405224.0
2017-04-21,2017-04-21,13.59,13.94,13.01,13.39,1614980.0
2017-04-20,2017-04-20,14.1,14.2,13.53,13.64,1619868.0
2017-04-19,2017-04-19,13.94,14.32,13.81,13.96,1784018.0
2017-04-18,2017-04-18,13.38,14.09,13.25,13.99,1689377.0
2017-04-17,2017-04-17,13.05,13.49,12.73,13.47,1197326.0
2017-04-13,2017-04-13,13.29,13.61,12.75,13.04,1255152.0
2017-04-12,2017-04-12,13.2,13.93,13.06,13.35,2317496.0
2017-04-11,2017-04-11,11.98,13.26,11.76,13.24,3425196.0
2017-04-10,2017-04-10,11.32,11.99,11.18,11.92,1266495.0
2017-04-07,2017-04-07,11.48,11.63,11.27,11.34,733702.0
2017-04-06,2017-04-06,11.43,11.84,11.4,11.65,1039131.0
2017-04-05,2017-04-05,11.44,11.86,11.23,11.39,1089000.0
2017-04-04,2017-04-04,11.79,11.92,11.03,11.36,1344377.0
2017-04-03,2017-04-03,11.41,12.08,11.41,11.76,1661801.0
2017-03-31,2017-03-31,11.67,11.86,11.1,11.49,2153354.0
2017-03-30,2017-03-30,11.35,12.18,11.2,11.75,2319775.0
2017-03-29,2017-03-29,11.07,12.67,11.01,11.5,5194142.0
2017-03-28,2017-03-28,9.48,11.3,9.31,11.3,5192653.0
2017-03-27,2017-03-27,8.45,9.58,8.39,9.43,1991237.0
2017-03-24,2017-03-24,8.16,8.53,8.07,8.5,790411.0
2017-03-23,2017-03-23,8.03,8.49,7.85,8.19,1777807.0
2017-03-22,2017-03-22,7.94,8.33,7.6,7.98,4150107.0
